age,yrsed,edcat,yrsempl,income,creddebt,othdebt,default,jobsat,homeown,address,cars,carvalue
39,17,4,9,54,5.83389,2.53611,1,4,1,17,2,27
39,17,4,8,38,0.344318,1.213682,0,3,1,9,2,16.3
39,17,4,1,22,0.823284,1.354716,0,3,1,16,2,11.9
39,17,4,3,22,0.26312,2.26688,1,3,0,13,2,10.2
39,17,4,2,69,6.429489,7.163511,1,1,0,3,2,41.4
41,17,4,5,56,0.088704,4.839296,0,2,0,11,2,17.5
41,17,4,10,37,0.239686,2.683314,0,5,0,7,2,22.6
42,17,4,12,114,2.73714,5.24286,0,4,1,7,2,70.6
42,17,4,5,25,1.63575,0.61425,1,3,0,4,2,15.1
42,17,4,5,42,0.64974,8.63226,1,2,1,21,2,27
42,17,4,7,62,3.54888,0.91512,1,3,1,8,2,31.2
42,17,4,12,202,10.568236,9.833764,1,5,1,3,2,81.2
43,17,4,1,33,1.88496,7.35504,0,1,1,12,2,13.7
43,17,4,4,24,0.8424,2.9016,0,3,1,9,2,9.8
43,17,4,6,45,0.2646,0.2754,0,5,0,13,2,22.1
45,17,4,1,66,4.917,3.333,1,2,1,15,2,31.6
46,17,4,15,102,1.723392,7.252608,0,5,0,13,2,54.2
46,17,4,7,121,2.1054,6.9696,0,3,0,18,2,41.3
46,17,4,5,97,1.69653,3.44447,0,5,1,15,2,44.3
47,17,4,6,54,0.101088,0.762912,0,4,0,19,2,22.4
47,17,4,14,132,5.71428,2.86572,0,4,1,17,2,71.7
47,17,4,12,96,4.913376,7.278624,0,4,0,14,2,28.1
48,17,4,7,94,1.65816,4.92184,0,5,1,25,2,28.6
48,17,4,11,41,0.395076,2.597924,0,3,0,16,2,15.4
48,17,4,15,80,1.51504,1.20496,0,5,1,22,2,48
48,17,4,7,46,2.564224,3.599776,0,1,1,14,2,23.9
49,17,4,1,47,0.633795,0.729205,0,5,1,26,2,23.3
49,17,4,4,76,4.635696,5.852304,1,4,0,23,2,37.3
49,17,4,6,49,0.366275,0.858725,0,2,1,21,2,24.3
49,17,4,3,69,0.466923,4.156077,0,4,1,24,2,43.1
50,17,4,16,54,2.028132,7.583868,1,5,0,8,2,31.6
50,17,4,17,97,5.78411,11.48189,0,5,1,20,2,54.4
51,17,4,6,38,0.19152,2.46848,0,2,1,21,2,21.6
51,17,4,5,66,0.091476,0.634524,0,2,1,23,2,43.6
51,17,4,4,58,0.66671,2.52329,1,3,0,16,2,34.6
52,17,4,4,53,0.821712,0.980288,0,2,0,15,2,20.9
52,17,4,5,116,1.59152,6.52848,0,5,1,14,2,74.9
52,17,4,7,38,0.5187,2.1413,0,3,1,24,2,26.1
53,17,4,12,123,8.762889,14.730111,0,4,1,24,2,73.3
53,17,4,16,100,0.423,4.077,0,3,1,30,2,56.4
53,17,4,6,35,0.67095,2.47905,0,4,0,14,2,21.1
54,17,4,13,118,19.665408,10.542592,1,4,1,18,2,65.5
55,17,4,21,181,1.144644,8.086356,0,4,0,30,2,94.6
55,17,4,6,69,1.451277,2.481723,0,3,1,15,2,37.7
55,17,4,6,27,0.240462,1.730538,1,1,0,7,2,11.5
56,17,4,9,104,0.408096,0.527904,0,2,0,37,2,71.7
56,17,4,6,20,0.7276,0.9724,0,4,1,16,2,6.2
56,17,4,4,32,0.06496,1.79104,0,5,1,31,2,15.1
56,17,4,16,203,2.72832,9.45168,0,4,1,25,2,86.7
56,17,4,16,219,5.2122,10.1178,0,2,0,19,2,46.1
56,17,4,12,93,0.722238,1.323762,0,4,1,35,2,54.2
57,17,4,24,171,1.803195,14.441805,0,5,1,8,2,75.8
57,17,4,23,145,5.152575,4.852425,0,5,1,31,2,81.1
57,17,4,14,93,1.432665,4.612335,0,3,1,18,2,59.6
58,17,4,9,21,0.713748,1.722252,1,5,0,8,2,10.3
58,17,4,8,16,0.56848,1.19152,0,3,1,38,2,9
58,17,4,17,197,6.897955,22.455045,1,5,0,20,2,88.9
58,17,4,7,50,2.5986,8.0514,0,5,0,33,2,23.1
59,17,4,5,46,2.723292,3.854708,0,4,0,20,2,22.2
61,17,4,7,121,4.085081,6.925919,0,3,1,34,2,67.7
61,17,4,7,22,0.180048,1.271952,0,4,1,29,2,11.5
61,17,4,15,10,0.09384,1.74616,0,4,1,16,2,5.6
62,17,4,18,186,14.253552,24.062448,0,5,1,34,2,87.3
63,17,4,29,515,2.28969,17.79531,0,5,1,32,2,88.5
63,17,4,12,59,0.871312,5.264688,0,3,1,29,2,28.9
63,17,4,21,14,0.2163,0.8337,0,3,1,30,2,6.5
64,17,4,4,53,3.155355,2.409645,0,2,0,33,2,22.4
64,17,4,10,61,4.515525,6.159475,0,3,1,13,2,29.4
64,17,4,28,307,0.74601,3.85899,0,3,0,22,2,89.4
65,17,4,30,96,1.425408,4.718592,0,5,1,31,2,46.7
65,17,4,23,21,0.926877,1.194123,0,4,0,12,2,9.8
65,17,4,20,14,0.117124,1.198876,0,3,0,2,2,5.5
66,17,4,19,109,2.246272,2.767728,0,4,1,16,2,55.5
66,17,4,26,31,0.83328,1.33672,0,4,1,24,2,10.6
67,17,4,14,34,2.499,0.901,0,3,1,38,2,23.3
67,17,4,20,62,6.045248,4.866752,0,5,0,27,2,32.6
68,17,4,13,67,1.936702,4.562298,0,5,1,28,2,42.3
69,17,4,17,46,2.633362,3.392638,0,5,0,37,2,12.4
69,17,4,3,10,0.0949,0.5551,0,2,0,8,2,5.4
72,17,4,23,30,0.7209,0.8991,0,2,1,43,2,18.8
73,17,4,20,12,0.169092,0.754908,0,5,1,19,2,4.9
74,17,4,28,38,1.6245,4.8735,0,5,1,25,2,20.4
74,17,4,3,51,1.295604,6.150396,0,5,0,14,2,34.9
74,17,4,22,142,0.259008,0.876992,0,4,1,49,2,81.2
75,17,4,22,33,0.36894,1.34706,0,2,0,47,2,22.5
75,17,4,19,18,0.203544,0.588456,0,2,1,51,2,11.3
75,17,4,11,30,0.53424,1.98576,0,5,1,25,2,14.5
77,17,4,16,90,0.27972,2.24028,0,3,1,48,2,46.5
77,17,4,38,35,2.191,4.809,0,5,1,48,2,22
78,17,4,15,9,0.141489,0.569511,0,3,1,40,2,4.4
78,17,4,24,79,2.43162,3.57238,0,4,1,57,2,48.8
79,17,4,12,13,0.33072,0.08528,0,3,0,33,2,3.6
79,17,4,15,18,0.408618,0.833382,0,5,0,18,2,13.5
23,18,4,0,60,1.2636,6.8364,1,1,1,2,2,26.5
23,18,4,0,29,0.850889,0.918111,1,1,0,2,2,13.9
23,18,4,0,28,0.15876,1.35324,0,2,0,1,2,13.6
23,18,4,0,16,0.383296,1.424704,1,1,0,3,2,6.6
24,18,4,0,42,0.089376,0.582624,0,1,1,2,2,24.7
24,18,4,0,28,0.009184,1.138816,0,3,0,3,2,16.2
24,18,4,0,15,0.94581,0.44919,0,2,0,2,2,6.5
25,18,4,0,37,0.245532,0.198468,1,1,1,1,2,21
25,18,4,1,45,1.37214,1.59786,1,1,1,4,2,24.8
25,18,4,0,35,1.654205,3.630795,1,2,1,3,2,13
25,18,4,0,13,0.116064,0.117936,0,1,0,2,2,4.3
25,18,4,0,16,0.442176,0.341824,0,2,1,5,2,4.7
27,18,4,2,38,1.673292,5.128708,0,1,0,6,2,12.5
27,18,4,2,30,0.27405,0.77595,0,1,1,7,2,21.6
27,18,4,2,58,2.639232,11.106768,1,1,1,2,2,31.8
28,18,4,2,33,0.303534,1.082466,0,2,0,6,2,16.2
29,18,4,1,34,2.387616,4.718384,1,3,1,9,2,16.8
31,18,4,5,33,0.507045,0.647955,1,4,1,7,2,19.8
31,18,4,3,137,1.575637,5.685363,0,2,1,9,2,68.6
31,18,4,1,66,0.571692,7.480308,0,1,1,10,2,36.7
31,18,4,5,29,2.151684,2.546316,0,4,1,9,2,14.4
31,18,4,2,33,0.820743,1.720257,1,2,1,8,2,18.1
31,18,4,2,25,0.20585,0.94415,1,4,0,8,2,12.3
31,18,4,1,22,0.87912,1.76088,0,1,1,10,2,10.6
32,18,4,2,37,0.22496,0.51504,0,4,1,6,2,22.4
32,18,4,2,25,0.607475,0.567525,1,4,0,6,2,15.9
34,18,4,6,49,1.250529,5.658471,1,1,0,7,2,33.2
35,18,4,2,23,0.864386,1.113614,0,1,1,9,2,10
35,18,4,2,36,0.332856,0.495144,0,5,1,12,2,26
35,18,4,6,160,1.89552,3.38448,0,3,1,14,2,72.5
36,18,4,5,41,0.82984,3.68016,0,1,0,9,2,24.6
36,18,4,11,117,3.350295,4.722705,0,2,0,13,2,50.1
36,18,4,5,30,2.41032,0.22968,0,5,1,17,2,9.5
36,18,4,0,54,1.06596,2.71404,1,1,1,13,2,35
37,18,4,2,102,0.92004,10.29996,1,1,0,6,2,47.7
37,18,4,4,57,2.208123,4.118877,0,3,1,10,2,31.6
37,18,4,10,61,0.690276,0.712724,0,2,0,5,2,29
38,18,4,7,105,5.74266,6.96234,0,5,0,10,2,52.7
39,18,4,0,67,2.175624,3.318376,0,1,0,16,2,23.6
39,18,4,3,85,1.71394,10.35606,0,1,1,10,2,34.3
39,18,4,2,112,3.638432,4.649568,0,1,1,13,2,36.9
39,18,4,4,86,0.4816,2.2704,0,3,1,16,2,42
40,18,4,4,68,2.014432,8.933568,0,4,0,14,2,38.8
40,18,4,9,84,0.538356,1.897644,0,3,1,15,2,33.6
40,18,4,3,96,3.59856,10.51344,0,3,1,9,2,43.6
40,18,4,9,61,2.22528,3.56972,0,5,1,8,2,26.4
42,18,4,1,62,3.234726,6.251274,1,1,0,12,2,27.9
44,18,4,1,47,3.802864,5.973136,1,1,0,15,2,18.9
44,18,4,3,83,3.057637,12.463363,1,1,1,22,2,31.2
44,18,4,17,34,2.514606,0.511394,0,5,1,22,2,15.6
45,18,4,1,38,0.583832,5.762168,1,1,1,17,2,15.8
45,18,4,5,92,3.060288,2.091712,1,2,0,18,2,40.3
46,18,4,19,110,5.56512,21.71488,0,2,0,22,2,49.4
46,18,4,10,69,1.485432,5.690568,0,1,0,21,2,35.4
47,18,4,14,153,5.105916,10.653084,0,4,1,18,2,75.6
49,18,4,5,73,6.743667,11.433333,1,5,1,20,2,27
51,18,4,1,24,0.670944,2.113056,0,3,1,9,2,7.6
51,18,4,3,31,1.639745,2.979255,0,4,1,26,2,14.2
51,18,4,5,27,0.533466,1.464534,0,3,1,15,2,9.5
52,18,4,11,119,3.218712,18.677288,0,5,1,26,2,50.5
52,18,4,15,108,1.5012,13.5108,0,4,1,16,2,32
53,18,4,4,84,7.645176,5.290824,0,5,1,30,2,27.6
54,18,4,9,80,2.86752,1.77248,0,3,1,29,2,54.6
54,18,4,20,58,7.350398,8.947602,0,4,0,17,2,9.5
54,18,4,18,113,0.61698,2.77302,0,4,1,33,2,75.3
55,18,4,16,91,3.401216,19.894784,0,3,1,25,2,27.3
57,18,4,23,472,1.376352,4.287648,0,4,1,22,2,88
57,18,4,9,40,1.2696,1.4904,0,5,0,25,2,19.7
58,18,4,0,145,6.62592,22.95408,1,3,1,27,2,53.7
59,18,4,11,53,2.565836,4.483164,0,3,1,23,2,18.6
60,18,4,13,51,1.209312,2.768688,0,5,0,27,2,25.2
60,18,4,15,113,1.879416,6.256584,0,4,1,29,2,60.5
60,18,4,10,9,0.595944,0.241056,0,2,1,29,2,3.7
61,18,4,25,123,0.8856,0.3444,0,5,1,20,2,39.7
61,18,4,16,252,18.207,13.293,1,3,0,17,2,86.9
62,18,4,31,84,0.85932,8.38068,0,4,0,26,2,31.5
63,18,4,24,19,0.20007,1.28193,0,5,1,14,2,10.2
63,18,4,17,36,2.896344,0.919656,0,2,0,27,2,20
63,18,4,7,66,1.028412,2.469588,0,3,1,30,2,37.4
65,18,4,23,42,0.7455,5.2185,0,5,1,23,2,25.6
65,18,4,3,36,3.770712,3.357288,1,3,0,27,2,18.9
65,18,4,24,11,0.04345,0.23155,0,1,0,26,2,6.2
66,18,4,17,65,4.17768,16.10232,0,5,1,35,2,37.3
67,18,4,5,52,0.989976,4.938024,1,1,0,26,2,23.1
67,18,4,30,196,1.432368,15.619632,0,4,1,14,2,88.8
68,18,4,4,35,0.593915,1.891085,0,2,1,47,2,15.8
70,18,4,22,150,2.4057,0.8943,0,5,1,38,2,72.6
70,18,4,24,345,4.003035,10.141965,0,2,0,17,2,90.7
70,18,4,6,25,0.44485,0.33015,0,1,1,36,2,13.7
71,18,4,25,20,0.29952,2.58048,0,3,0,35,2,8.5
71,18,4,31,123,4.266378,7.295622,0,3,1,45,2,59.8
71,18,4,12,45,1.37061,5.69439,0,5,0,28,2,27.6
72,18,4,9,30,0.17595,1.89405,0,4,1,9,2,12.8
74,18,4,33,9,0.031941,0.157059,0,4,1,14,2,4.8
75,18,4,23,138,0.68931,1.38069,0,5,1,17,2,72
77,18,4,21,25,1.181025,3.343975,0,3,1,43,2,13.9
77,18,4,15,14,0.491596,0.866404,0,4,1,50,2,7.1
78,18,4,5,9,0.441396,1.205604,0,1,0,39,2,5.5
79,18,4,6,14,1.676472,1.179528,0,2,0,47,2,8.8
24,19,4,0,22,0.311256,2.064744,0,2,1,3,2,14.4
24,19,4,0,24,0.1848,0.4872,0,2,1,4,2,12.7
24,19,4,0,24,0.273528,0.422472,0,1,1,4,2,10.8
24,19,4,0,23,0.504505,4.210495,1,2,0,2,2,12.5
24,19,4,0,22,0.693528,0.868472,0,2,1,3,2,10.9
24,19,4,0,20,0.0944,0.2256,1,1,0,2,2,11.1
26,19,4,0,67,1.466496,3.625504,1,1,0,4,2,37.2
26,19,4,0,37,0.995078,3.185922,1,2,1,5,2,20.7
26,19,4,0,46,5.490468,2.375532,1,1,0,2,2,22.3
27,19,4,1,25,0.3956,0.6794,0,1,0,1,2,11.8
28,19,4,3,61,1.46095,1.58905,1,3,1,8,2,30
28,19,4,1,38,0.2679,1.5181,0,4,0,6,2,17.1
28,19,4,2,86,1.22679,2.64321,0,3,1,8,2,38.5
29,19,4,2,29,2.625051,1.521949,0,2,0,7,2,16
29,19,4,0,55,1.2485,1.5015,0,3,1,3,2,30.9
29,19,4,0,53,0.784294,7.218706,1,2,1,8,2,37.7
30,19,4,1,76,0.689396,2.882604,0,2,0,3,2,33.7
30,19,4,0,48,2.86824,6.01176,1,1,0,2,2,19.6
30,19,4,1,45,0.690525,1.784475,1,4,1,5,2,25.6
31,19,4,4,56,1.100736,2.931264,0,3,1,8,2,31.2
31,19,4,2,15,0.267,0.483,0,1,1,6,2,6.2
32,19,4,3,47,0.75435,1.59565,0,4,0,8,2,26
32,19,4,2,76,3.818848,2.869152,0,3,1,12,2,36.3
32,19,4,0,30,0.5064,0.6936,1,3,1,7,2,12.2
32,19,4,1,81,3.435372,4.016628,0,2,1,12,2,39.9
33,19,4,5,73,0.53874,6.03126,1,3,1,11,2,30.8
33,19,4,6,75,1.41,2.34,0,5,1,6,2,41
33,19,4,2,91,11.503492,5.513508,1,3,1,7,2,20.2
33,19,4,3,43,3.210251,1.992749,1,2,1,10,2,12
33,19,4,3,57,3.141726,4.097274,1,3,0,12,2,26.8
34,19,4,5,41,0.232224,3.703776,0,4,1,13,2,18
34,19,4,6,40,0.39296,0.88704,0,1,1,14,2,21.2
35,19,4,5,49,2.02566,5.76534,1,5,1,5,2,27.3
35,19,4,6,60,3.56328,2.49672,1,2,1,8,2,29.8
35,19,4,1,19,0.413364,0.289636,0,2,0,7,2,13.4
35,19,4,2,26,0.8931,3.0069,0,1,0,11,2,15.7
36,19,4,1,142,1.288224,2.545776,1,1,1,10,2,69.4
36,19,4,7,47,3.68621,3.59879,1,5,1,15,2,20.3
36,19,4,7,35,0.6048,3.8752,0,4,1,13,2,17.4
36,19,4,1,27,0.42957,1.89243,1,1,1,9,2,15.8
37,19,4,5,67,2.21502,1.80498,0,3,1,10,2,25.5
37,19,4,6,28,0.401968,1.670032,0,2,0,11,2,20.3
37,19,4,4,84,2.426256,12.189744,1,3,1,14,2,39.9
37,19,4,3,52,2.73728,1.42272,0,4,1,15,2,24.6
38,19,4,4,41,2.572504,4.971496,1,3,1,17,2,21.3
38,19,4,5,89,5.13352,13.20048,0,2,1,11,2,46.5
38,19,4,9,17,0.009384,0.092616,0,3,1,12,2,6.8
39,19,4,6,92,6.413872,4.258128,1,1,1,19,2,49.7
39,19,4,6,37,0.505568,0.678432,0,4,0,11,2,13.5
39,19,4,11,133,0.337554,0.859446,0,5,0,17,2,65.8
40,19,4,12,107,2.373367,2.013633,0,4,0,9,2,56.5
41,19,4,6,42,0.578088,0.723912,0,2,1,16,2,27.7
42,19,4,1,52,2.17672,3.80328,1,3,0,9,2,33.2
42,19,4,6,45,0.16146,1.59354,0,2,1,9,2,30.9
43,19,4,4,46,0.908868,3.185132,0,4,0,23,2,24
43,19,4,4,77,0.47817,6.45183,0,1,1,16,2,50.8
44,19,4,0,41,3.330225,8.354775,1,1,1,17,2,25.6
45,19,4,4,31,1.221462,1.847538,0,4,1,21,2,14.3
46,19,4,10,62,0.360096,2.367904,0,1,1,19,2,36.3
47,19,4,6,111,2.484846,2.177154,0,3,1,19,2,71.2
47,19,4,15,185,8.658,20.202,1,4,1,16,2,91
47,19,4,9,76,3.343392,10.944608,0,4,0,9,2,50
47,19,4,3,189,5.021352,15.390648,1,4,1,16,2,96
48,19,4,2,25,1.6072,0.8428,0,4,1,14,2,13.3
48,19,4,9,27,1.948752,0.859248,1,2,1,14,2,17.2
49,19,4,11,150,5.61105,11.03895,1,4,1,14,2,69.8
50,19,4,8,84,0.46368,2.89632,0,2,0,19,2,35.7
51,19,4,6,69,0.715806,2.182194,0,4,1,30,2,39.7
51,19,4,9,68,1.153008,1.294992,0,5,0,17,2,35.3
51,19,4,9,81,3.183138,4.754862,1,2,0,15,2,42.3
51,19,4,9,66,0.48906,2.01894,0,5,1,19,2,28.7
52,19,4,8,142,2.53257,3.28943,0,2,1,26,2,53.7
53,19,4,5,61,1.1712,3.7088,0,4,1,21,2,22.8
53,19,4,6,41,1.291992,2.849008,0,1,0,21,2,18.2
54,19,4,3,140,0.1771,15.9229,0,3,1,28,2,66
54,19,4,6,59,0.45135,3.97365,0,3,1,23,2,33.5
55,19,4,11,43,0.875265,2.091735,0,2,0,9,2,25.1
57,19,4,15,77,12.499872,8.059128,1,3,0,36,2,29
57,19,4,13,40,0.28336,0.63664,0,3,1,15,2,15.6
58,19,4,8,397,14.664386,14.316614,1,1,1,23,2,90.1
58,19,4,7,121,1.6698,12.8502,0,3,0,11,2,83.6
60,19,4,22,101,1.498032,5.773968,0,4,0,17,2,39.7
60,19,4,13,142,15.107664,7.044336,1,5,1,17,2,60.4
60,19,4,22,115,3.82536,21.01464,0,5,1,18,2,54.7
61,19,4,11,38,1.298232,4.629768,0,4,1,31,2,17.9
62,19,4,19,123,0.557436,4.854564,0,2,0,31,2,95.6
62,19,4,2,30,1.5888,3.2112,0,3,0,27,2,17.8
62,19,4,6,21,1.042062,0.763938,0,2,0,22,2,12.9
62,19,4,2,27,0.264384,0.653616,0,2,1,32,2,11.4
63,19,4,24,68,1.93256,2.01144,0,5,1,26,2,32.3
63,19,4,18,163,9.910726,23.015274,0,5,1,34,2,95.7
63,19,4,11,97,3.23883,3.55117,1,4,1,41,2,47.2
64,19,4,22,158,6.139406,8.238594,0,4,1,9,2,90.6
64,19,4,15,32,0.709632,2.458368,0,4,0,16,2,15.3
64,19,4,4,31,2.343724,2.740276,0,1,1,15,2,15.6
64,19,4,18,279,15.36732,34.85268,1,3,1,16,2,81.7
64,19,4,23,11,0.068112,0.723888,0,3,0,14,2,4.9
66,19,4,16,160,2.45216,10.18784,0,5,1,29,2,99.2
66,19,4,27,165,3.93525,4.31475,0,5,1,36,2,81.5
67,19,4,9,12,0.3159,2.0241,1,1,0,12,2,7.3
68,19,4,11,108,1.227744,4.820256,0,2,1,34,2,39.6
70,19,4,4,64,1.810816,4.205184,0,3,1,41,2,15
70,19,4,27,10,0.2254,0.6946,0,2,0,39,2,2.7
70,19,4,37,418,14.351194,43.750806,1,5,1,14,2,97.3
71,19,4,21,21,0.23184,0.73416,0,4,1,35,2,11
73,19,4,8,18,0.44982,0.46818,0,2,1,19,2,9
75,19,4,11,12,0.17784,0.60216,0,4,1,32,2,4.5
75,19,4,2,11,0.288684,0.305316,0,3,0,39,2,3.3
78,19,4,26,10,0.15104,1.12896,0,4,0,4,2,4.8
79,19,4,16,14,0.382536,0.905464,0,3,0,33,2,8.3
79,19,4,37,159,4.044483,5.654517,0,5,0,22,2,78.6
25,20,5,0,31,0.168795,1.536205,1,1,0,3,2,15.2
25,20,5,0,38,0.0589,0.3211,1,3,1,4,2,11
26,20,5,0,64,0.391872,2.104128,1,4,0,6,2,27.3
26,20,5,0,81,2.248155,2.692845,0,1,1,5,2,54.3
26,20,5,0,31,0.998324,1.574676,1,1,1,3,2,13.5
27,20,5,0,42,1.370712,5.517288,0,1,0,2,2,17.8
28,20,5,0,30,0.80949,2.82051,0,2,1,9,2,11.2
29,20,5,2,137,0.737745,1.317255,0,1,1,10,2,76.7
29,20,5,1,30,0.28665,0.76335,0,1,1,2,2,14.7
30,20,5,0,46,3.42171,0.58029,1,1,1,4,2,22.3
30,20,5,0,74,2.82532,3.98268,1,3,1,10,2,39.4
31,20,5,0,59,0.12213,8.01987,0,1,0,7,2,34.2
32,20,5,3,66,2.44167,7.52433,0,2,0,6,2,31.9
32,20,5,0,48,0.321264,0.782736,0,2,1,11,2,23.6
32,20,5,0,37,1.543159,5.079841,1,1,1,9,2,10.2
32,20,5,3,81,0.971433,4.455567,0,5,1,10,2,43.8
33,20,5,1,55,0.3553,0.7447,0,1,1,13,2,17.2
33,20,5,5,55,1.38644,6.14856,1,4,1,3,2,28.1
34,20,5,6,36,1.006848,5.617152,0,3,0,4,2,14.6
34,20,5,2,30,2.0895,3.1605,0,2,0,5,2,15.9
34,20,5,4,42,0.464436,1.929564,0,3,1,8,2,23.3
35,20,5,1,35,0.41328,3.89172,1,2,1,13,2,17.8
35,20,5,2,46,3.01576,3.83824,1,2,0,8,2,26.3
35,20,5,3,235,0.57105,3.65895,0,2,1,16,2,83.3
36,20,5,4,40,0.68432,2.95568,0,2,1,11,2,14.8
36,20,5,2,41,0.035014,0.251986,1,5,1,10,2,13.5
37,20,5,2,61,1.3115,9.1805,1,1,1,15,2,18.8
37,20,5,4,30,1.16145,1.50855,0,3,0,6,2,14
37,20,5,4,32,0.82656,1.41344,0,3,0,10,2,13.9
38,20,5,1,44,0.826848,3.001152,0,4,1,14,2,14.9
38,20,5,1,88,7.911904,8.104096,1,1,1,18,2,49.5
39,20,5,1,43,0.775462,4.685538,0,3,0,11,2,25.9
40,20,5,7,44,0.448448,1.839552,0,4,1,12,2,27.8
40,20,5,2,30,0.6534,0.9966,0,2,1,13,2,15.3
40,20,5,10,65,0.37323,0.79677,0,5,1,17,2,20
41,20,5,12,81,3.908493,2.004507,0,3,0,15,2,42.1
42,20,5,1,96,0.706848,2.845152,0,3,1,10,2,54.1
43,20,5,2,42,0.637308,1.630692,0,5,0,8,2,25
43,20,5,1,23,1.932966,1.241034,1,2,1,16,2,6.4
45,20,5,0,56,0.52416,0.59584,0,1,0,20,2,22.7
45,20,5,3,19,0.52421,2.42079,1,4,0,18,2,10.2
46,20,5,8,131,3.862011,8.320989,1,4,1,11,2,67.6
48,20,5,3,226,6.056122,22.645878,1,1,1,22,2,76
48,20,5,8,212,10.44736,19.23264,1,5,1,25,2,89.9
48,20,5,3,46,0.039008,0.328992,0,2,1,27,2,25.6
49,20,5,13,117,3.640923,10.750077,0,5,1,28,2,73.3
50,20,5,17,166,2.33728,8.28672,0,3,1,19,2,91.6
51,20,5,2,33,0.362142,0.660858,0,2,0,21,2,16.1
54,20,5,5,111,1.581528,4.190472,0,2,0,29,2,56.4
56,20,5,6,48,4.201488,4.390512,0,4,0,26,2,24.7
57,20,5,10,66,0.6732,0.9108,0,3,1,24,2,38.4
57,20,5,5,170,1.56604,31.75396,1,3,1,20,2,89
59,20,5,7,42,1.646232,1.797768,0,1,0,16,2,11.6
60,20,5,21,86,2.758364,2.229636,0,2,0,27,2,55.5
61,20,5,15,115,6.85078,5.33922,0,4,1,17,2,58.2
66,20,5,19,13,0.57226,3.11974,0,3,0,10,2,6.1
67,20,5,26,74,2.053056,2.978944,0,5,1,31,2,40.7
70,20,5,21,61,1.498648,7.529352,0,4,1,18,2,37.7
70,20,5,6,61,0.671,2.379,0,4,1,32,2,21.5
70,20,5,5,66,4.252248,6.043752,0,5,1,47,2,36
71,20,5,11,84,1.1718,6.3882,0,2,1,32,2,38.9
78,20,5,13,14,0.307664,0.840336,0,3,1,42,2,8
27,21,5,0,53,0.829556,0.548444,1,1,1,5,2,32.3
28,21,5,0,52,0.58032,1.75968,1,1,0,2,2,34.2
29,21,5,0,18,0.316008,0.475992,0,1,0,8,2,8.8
29,21,5,0,86,4.09016,10.01384,0,2,1,9,2,57.8
30,21,5,0,25,0.3555,3.5945,0,2,1,3,2,12.2
32,21,5,0,69,12.4752,3.1188,1,1,1,9,2,38.3
32,21,5,0,55,1.170675,1.304325,0,1,1,4,2,28.9
34,21,5,3,54,0.479682,2.922318,0,1,1,10,2,26.8
35,21,5,5,34,0.1071,1.3209,1,4,0,7,2,15.8
36,21,5,2,48,0.73968,5.69232,0,3,0,10,2,14.3
36,21,5,6,78,0.918918,5.087082,0,5,1,10,2,43.6
37,21,5,3,53,3.946857,8.826143,0,1,1,14,2,18
38,21,5,1,40,0.52416,1.39584,1,3,1,14,2,14.4
38,21,5,5,37,1.874494,3.527506,1,3,0,11,2,20.1
38,21,5,2,45,1.63152,3.00348,0,1,0,8,2,23.1
39,21,5,3,210,1.26378,20.15622,1,2,1,17,2,96.8
39,21,5,1,30,0.04644,0.22356,0,1,0,14,2,13.9
39,21,5,1,35,0.14105,0.76895,1,1,1,4,2,9.2
40,21,5,3,138,2.233116,6.322884,0,4,1,21,2,66.2
40,21,5,2,31,2.0925,5.6575,0,4,0,13,2,13.7
40,21,5,3,88,2.010624,3.621376,1,2,1,12,2,38.8
46,21,5,1,32,0.180224,1.227776,0,3,1,23,2,17.2
47,21,5,5,122,2.806976,1.097024,0,1,1,17,2,57.7
48,21,5,11,51,0.309672,1.373328,0,4,1,10,2,31.1
48,21,5,2,165,15.8466,24.5784,1,1,1,14,2,89.1
50,21,5,5,38,0.40337,1.68663,0,1,0,19,2,17.6
51,21,5,4,46,11.935574,4.946426,1,3,1,21,2,14.3
52,21,5,9,82,2.31322,3.01678,0,4,1,19,2,47.5
52,21,5,4,185,1.520145,44.544855,0,4,1,24,2,82
53,21,5,19,284,15.456984,11.239016,1,2,1,25,2,92.4
53,21,5,15,61,2.108953,2.588047,0,3,0,8,2,29
57,21,5,11,780,35.2521,66.9279,1,3,1,20,2,93.1
57,21,5,16,140,3.23988,2.08012,0,2,0,30,2,45.2
58,21,5,9,437,48.704524,16.408476,1,2,1,34,2,92.3
59,21,5,13,182,3.387202,3.346798,0,4,1,14,2,84.2
65,21,5,16,82,2.57808,3.98192,0,4,1,16,2,42.9
66,21,5,5,35,0.0672,1.0528,0,4,1,39,2,21.4
68,21,5,25,10,0.23449,1.07551,0,5,0,2,2,4.2
69,21,5,21,12,0.220032,0.163968,0,2,1,31,2,6.5
70,21,5,22,14,0.128016,0.375984,0,5,1,29,2,7.6
71,21,5,10,164,4.37716,9.56284,0,3,0,32,2,91.5
75,21,5,36,22,0.491282,3.094718,0,5,0,42,2,11.4
77,21,5,30,20,0.21576,0.94424,0,4,0,34,2,10.1
79,21,5,22,16,0.670384,1.617616,0,2,0,43,2,6
29,22,5,0,46,1.737604,2.908396,1,1,0,8,2,18.5
29,22,5,0,31,0.106764,0.761236,1,1,1,5,2,14
30,22,5,2,41,0.2624,0.7626,0,5,1,8,2,18.9
32,22,5,3,46,1.220656,1.631344,0,4,1,10,2,24.9
